ID_MAGASIN;ID_FAMILLE_PRODUIT;ID_TEMPS;VENTES_OBJECTIF;VENTES_REEL;CA_OBJECTIF;CA_REEL;MARGE_OBJECTIF;MARGE_REEL;DATE_MAJ;DATE_SAVE
45;1;201503;551;;9058;;55;;14-03-2016;14-03-2016
45;2;201503;397;;5308;;48;;14-03-2016;14-03-2016
45;3;201503;999;;6031;;17;;14-03-2016;14-03-2016
16;1;201502;577;;867;;100;;14-03-2016;14-03-2016
16;2;201502;187;;5435;;41;;14-03-2016;14-03-2016
16;3;201502;428;;7780;;38;;14-03-2016;14-03-2016
17;1;201502;833;;2653;;38;;14-03-2016;14-03-2016
17;2;201502;99;;7125;;61;;14-03-2016;14-03-2016
17;3;201502;366;;4933;;53;;14-03-2016;14-03-2016
18;1;201502;6;;9349;;3;;14-03-2016;14-03-2016
18;2;201502;289;;7247;;77;;14-03-2016;14-03-2016
18;3;201502;447;;1415;;67;;14-03-2016;14-03-2016
19;1;201502;562;;5638;;28;;14-03-2016;14-03-2016
19;2;201502;911;;628;;91;;14-03-2016;14-03-2016
19;3;201502;523;;4530;;62;;14-03-2016;14-03-2016
7;1;201502;527;;6239;;79;;14-03-2016;14-03-2016
7;2;201502;702;;3934;;93;;14-03-2016;14-03-2016
7;3;201502;267;;5799;;90;;14-03-2016;14-03-2016
8;1;201502;724;;7089;;28;;14-03-2016;14-03-2016
8;2;201502;214;;4131;;47;;14-03-2016;14-03-2016
8;3;201502;473;;2477;;67;;14-03-2016;14-03-2016
9;1;201502;322;;4680;;35;;14-03-2016;14-03-2016
9;2;201502;986;;9658;;62;;14-03-2016;14-03-2016
9;3;201502;484;;7217;;70;;14-03-2016;14-03-2016
10;1;201502;38;;4745;;92;;14-03-2016;14-03-2016
10;2;201502;669;;1245;;43;;14-03-2016;14-03-2016
10;3;201502;706;;7172;;84;;14-03-2016;14-03-2016
11;1;201502;916;;4877;;30;;14-03-2016;14-03-2016
11;2;201502;511;;4350;;11;;14-03-2016;14-03-2016
11;3;201502;982;;109;;93;;14-03-2016;14-03-2016
12;1;201502;640;;9470;;35;;14-03-2016;14-03-2016
12;2;201502;959;;2460;;11;;14-03-2016;14-03-2016
12;3;201502;414;;4151;;39;;14-03-2016;14-03-2016
13;1;201502;275;;6230;;40;;14-03-2016;14-03-2016
25;1;201502;641;;1847;;16;;14-03-2016;14-03-2016
25;2;201502;949;;9591;;23;;14-03-2016;14-03-2016
25;3;201502;279;;3546;;50;;14-03-2016;14-03-2016
26;1;201502;519;;756;;51;;14-03-2016;14-03-2016
26;2;201502;733;;8839;;3;;14-03-2016;14-03-2016
26;3;201502;305;;9729;;88;;14-03-2016;14-03-2016
1;1;201502;714;;285;;61;;14-03-2016;14-03-2016
1;2;201502;217;;9861;;84;;14-03-2016;14-03-2016
1;3;201502;589;;901;;58;;14-03-2016;14-03-2016
2;1;201502;475;;5381;;23;;14-03-2016;14-03-2016
2;2;201502;491;;9887;;86;;14-03-2016;14-03-2016
2;3;201502;827;;2537;;63;;14-03-2016;14-03-2016
3;1;201502;352;;4753;;66;;14-03-2016;14-03-2016
3;2;201502;291;;1865;;2;;14-03-2016;14-03-2016
3;3;201502;640;;2677;;55;;14-03-2016;14-03-2016
4;1;201502;195;;9345;;76;;14-03-2016;14-03-2016
4;2;201502;568;;7920;;82;;14-03-2016;14-03-2016
4;3;201502;865;;1833;;94;;14-03-2016;14-03-2016
20;1;201502;374;;5975;;62;;14-03-2016;14-03-2016
20;2;201502;752;;3984;;74;;14-03-2016;14-03-2016
20;3;201502;586;;7604;;11;;14-03-2016;14-03-2016
21;1;201502;810;;2550;;67;;14-03-2016;14-03-2016
21;2;201502;755;;13;;95;;14-03-2016;14-03-2016
21;3;201502;663;;3222;;24;;14-03-2016;14-03-2016
22;1;201502;341;;2408;;71;;14-03-2016;14-03-2016
22;2;201502;947;;509;;43;;14-03-2016;14-03-2016
22;3;201502;260;;1708;;70;;14-03-2016;14-03-2016
23;1;201502;966;;6948;;41;;14-03-2016;14-03-2016
23;2;201502;60;;7376;;27;;14-03-2016;14-03-2016
23;3;201502;918;;4932;;86;;14-03-2016;14-03-2016
24;1;201502;230;;1838;;78;;14-03-2016;14-03-2016
24;2;201502;144;;1063;;81;;14-03-2016;14-03-2016
24;3;201502;974;;2701;;72;;14-03-2016;14-03-2016
5;1;201502;542;;5978;;8;;14-03-2016;14-03-2016
5;2;201502;986;;6255;;71;;14-03-2016;14-03-2016
5;3;201502;515;;8973;;91;;14-03-2016;14-03-2016
6;1;201502;210;;7532;;94;;14-03-2016;14-03-2016
6;2;201502;578;;5553;;56;;14-03-2016;14-03-2016
6;3;201502;375;;9129;;53;;14-03-2016;14-03-2016
13;2;201502;99;;1652;;59;;14-03-2016;14-03-2016
13;3;201502;246;;615;;20;;14-03-2016;14-03-2016
14;1;201502;343;;1974;;52;;14-03-2016;14-03-2016
14;2;201502;275;;3747;;63;;14-03-2016;14-03-2016
14;3;201502;826;;7493;;41;;14-03-2016;14-03-2016
15;1;201502;756;;8973;;14;;14-03-2016;14-03-2016
15;2;201502;266;;5467;;69;;14-03-2016;14-03-2016
15;3;201502;772;;5727;;45;;14-03-2016;14-03-2016
27;1;201502;463;;7655;;91;;14-03-2016;14-03-2016
27;2;201502;345;;6674;;66;;14-03-2016;14-03-2016
27;3;201502;219;;6219;;6;;14-03-2016;14-03-2016
28;1;201502;222;;3787;;78;;14-03-2016;14-03-2016
28;2;201502;145;;3404;;80;;14-03-2016;14-03-2016
28;3;201502;909;;8678;;8;;14-03-2016;14-03-2016
29;1;201502;380;;4867;;83;;14-03-2016;14-03-2016
29;2;201502;886;;4930;;30;;14-03-2016;14-03-2016
29;3;201502;780;;4217;;89;;14-03-2016;14-03-2016
30;1;201502;616;;6966;;78;;14-03-2016;14-03-2016
30;2;201502;767;;8611;;84;;14-03-2016;14-03-2016
30;3;201502;953;;3294;;10;;14-03-2016;14-03-2016
31;1;201502;175;;9472;;42;;14-03-2016;14-03-2016
31;2;201502;974;;8117;;70;;14-03-2016;14-03-2016
31;3;201502;455;;1226;;29;;14-03-2016;14-03-2016
32;1;201502;228;;429;;34;;14-03-2016;14-03-2016
32;2;201502;899;;1667;;62;;14-03-2016;14-03-2016
32;3;201502;826;;1411;;47;;14-03-2016;14-03-2016
38;3;201502;205;;3774;;77;;14-03-2016;14-03-2016
39;1;201502;166;;4536;;33;;14-03-2016;14-03-2016
39;2;201502;753;;3955;;100;;14-03-2016;14-03-2016
39;3;201502;463;;13;;49;;14-03-2016;14-03-2016
40;1;201502;182;;4076;;32;;14-03-2016;14-03-2016
40;2;201502;289;;8252;;86;;14-03-2016;14-03-2016
40;3;201502;20;;2106;;49;;14-03-2016;14-03-2016
41;1;201502;599;;4127;;11;;14-03-2016;14-03-2016
41;2;201502;292;;1962;;30;;14-03-2016;14-03-2016
41;3;201502;352;;5490;;46;;14-03-2016;14-03-2016
42;1;201502;537;;3689;;95;;14-03-2016;14-03-2016
42;2;201502;458;;6830;;3;;14-03-2016;14-03-2016
42;3;201502;781;;1310;;0;;14-03-2016;14-03-2016
43;1;201502;707;;4946;;26;;14-03-2016;14-03-2016
43;2;201502;180;;2337;;77;;14-03-2016;14-03-2016
43;3;201502;684;;2495;;4;;14-03-2016;14-03-2016
44;1;201502;483;;9088;;29;;14-03-2016;14-03-2016
44;2;201502;733;;5888;;48;;14-03-2016;14-03-2016
44;3;201502;99;;7664;;67;;14-03-2016;14-03-2016
36;1;201502;638;;8067;;56;;14-03-2016;14-03-2016
36;2;201502;754;;2743;;8;;14-03-2016;14-03-2016
36;3;201502;745;;7334;;84;;14-03-2016;14-03-2016
37;1;201502;642;;607;;14;;14-03-2016;14-03-2016
37;2;201502;555;;1710;;86;;14-03-2016;14-03-2016
37;3;201502;328;;4637;;12;;14-03-2016;14-03-2016
38;1;201502;232;;8712;;85;;14-03-2016;14-03-2016
38;2;201502;581;;6024;;53;;14-03-2016;14-03-2016
46;1;201502;215;;2160;;28;;14-03-2016;14-03-2016
46;2;201502;912;;3670;;70;;14-03-2016;14-03-2016
46;3;201502;366;;1113;;32;;14-03-2016;14-03-2016
47;1;201502;103;;1085;;65;;14-03-2016;14-03-2016
47;2;201502;878;;2977;;18;;14-03-2016;14-03-2016
47;3;201502;847;;753;;52;;14-03-2016;14-03-2016
48;1;201502;244;;5518;;34;;14-03-2016;14-03-2016
48;2;201502;670;;6976;;34;;14-03-2016;14-03-2016
48;3;201502;628;;4689;;60;;14-03-2016;14-03-2016
33;1;201502;269;;9258;;3;;14-03-2016;14-03-2016
33;2;201502;151;;3895;;11;;14-03-2016;14-03-2016
33;3;201502;531;;3282;;72;;14-03-2016;14-03-2016
34;1;201502;610;;3646;;31;;14-03-2016;14-03-2016
34;2;201502;631;;8539;;99;;14-03-2016;14-03-2016
34;3;201502;411;;6534;;67;;14-03-2016;14-03-2016
35;1;201502;142;;6731;;9;;14-03-2016;14-03-2016
35;2;201502;956;;6583;;76;;14-03-2016;14-03-2016
35;3;201502;124;;7681;;77;;14-03-2016;14-03-2016
45;1;201502;525;;5646;;88;;14-03-2016;14-03-2016
45;2;201502;368;;6079;;87;;14-03-2016;14-03-2016
45;3;201502;82;;3620;;9;;14-03-2016;14-03-2016
16;1;201501;628;2400;5254;15790;25;230;14-03-2016;14-03-2016
16;2;201501;549;100;2367;3000;77;90;14-03-2016;14-03-2016
16;3;201501;707;2500;3588;16440;62;260;14-03-2016;14-03-2016
17;1;201501;389;2500;8803;13490;61;140;14-03-2016;14-03-2016
17;2;201501;566;1800;4078;37500;68;220;14-03-2016;14-03-2016
17;3;201501;306;2500;1479;13490;36;200;14-03-2016;14-03-2016
18;1;201501;130;2600;5918;7280;89;100;14-03-2016;14-03-2016
18;2;201501;483;100;701;12350;70;470;14-03-2016;14-03-2016
18;3;201501;937;3100;8520;8680;82;120;14-03-2016;14-03-2016
19;1;201501;330;2300;4194;11590;42;70;14-03-2016;14-03-2016
19;2;201501;447;500;8443;5320;58;360;14-03-2016;14-03-2016
19;3;201501;282;3700;3874;18650;18;80;14-03-2016;14-03-2016
7;1;201501;490;2200;286;17380;44;260;14-03-2016;14-03-2016
7;2;201501;977;800;3547;13230;95;20;14-03-2016;14-03-2016
7;3;201501;334;3100;6975;24500;28;200;14-03-2016;14-03-2016
8;1;201501;471;1400;7376;7450;14;130;14-03-2016;14-03-2016
8;2;201501;735;100;126;3710;14;160;14-03-2016;14-03-2016
8;3;201501;997;800;2224;4260;4;130;14-03-2016;14-03-2016
9;1;201501;145;1100;6824;7780;1;90;14-03-2016;14-03-2016
9;2;201501;427;1600;6732;11400;24;60;14-03-2016;14-03-2016
9;3;201501;243;1400;6192;9900;33;160;14-03-2016;14-03-2016
10;1;201501;440;4200;2654;23220;33;70;14-03-2016;14-03-2016
10;2;201501;126;0;3403;0;48;50;14-03-2016;14-03-2016
10;3;201501;490;2500;5694;13820;3;50;14-03-2016;14-03-2016
11;1;201501;58;1800;3945;12400;93;440;14-03-2016;14-03-2016
11;2;201501;603;1000;7328;13320;64;110;14-03-2016;14-03-2016
11;3;201501;872;1900;3767;13090;54;240;14-03-2016;14-03-2016
12;1;201501;652;1200;5581;6630;45;60;14-03-2016;14-03-2016
12;2;201501;972;0;1422;0;16;340;14-03-2016;14-03-2016
12;3;201501;736;1300;8101;7180;2;80;14-03-2016;14-03-2016
13;1;201501;757;1300;8047;10320;79;60;14-03-2016;14-03-2016
13;2;201501;656;100;4040;580;45;230;14-03-2016;14-03-2016
13;3;201501;840;1300;5898;10320;77;70;14-03-2016;14-03-2016
25;1;201501;932;5000;4786;17840;12;230;14-03-2016;14-03-2016
25;2;201501;300;600;5556;17350;91;20;14-03-2016;14-03-2016
25;3;201501;619;4400;3524;15700;84;250;14-03-2016;14-03-2016
26;1;201501;195;1800;4151;11960;33;130;14-03-2016;14-03-2016
26;2;201501;865;2700;9293;25140;56;20;14-03-2016;14-03-2016
26;3;201501;33;1800;5032;11960;47;110;14-03-2016;14-03-2016
1;1;201501;877;3600;5267;18860;74;130;14-03-2016;14-03-2016
1;2;201501;919;500;3630;3380;69;90;14-03-2016;14-03-2016
1;3;201501;546;7300;3995;38230;21;160;14-03-2016;14-03-2016
2;1;201501;103;4700;6480;18560;58;130;14-03-2016;14-03-2016
2;2;201501;928;100;7113;1050;22;150;14-03-2016;14-03-2016
2;3;201501;39;5200;4338;20530;45;210;14-03-2016;14-03-2016
3;1;201501;461;500;669;1830;3;370;14-03-2016;14-03-2016
3;2;201501;914;0;8168;0;32;0;14-03-2016;14-03-2016
3;3;201501;640;500;7887;1830;73;360;14-03-2016;14-03-2016
4;1;201501;112;4300;446;20070;79;60;14-03-2016;14-03-2016
4;2;201501;245;700;2549;12160;15;20;14-03-2016;14-03-2016
4;3;201501;404;3300;1821;15410;9;110;14-03-2016;14-03-2016
20;1;201501;865;1000;4193;4790;74;180;14-03-2016;14-03-2016
20;2;201501;68;100;4812;3970;27;130;14-03-2016;14-03-2016
20;3;201501;232;600;8573;2880;4;160;14-03-2016;14-03-2016
21;1;201501;184;5600;2763;23450;21;200;14-03-2016;14-03-2016
21;2;201501;509;200;8460;1580;81;220;14-03-2016;14-03-2016
21;3;201501;996;5200;9951;21780;4;250;14-03-2016;14-03-2016
22;1;201501;743;2400;6510;14280;84;160;14-03-2016;14-03-2016
22;2;201501;857;2300;6041;36400;67;110;14-03-2016;14-03-2016
22;3;201501;125;3000;3211;17850;33;290;14-03-2016;14-03-2016
23;1;201501;289;0;9396;0;36;100;14-03-2016;14-03-2016
23;2;201501;43;100;9923;10370;42;60;14-03-2016;14-03-2016
23;3;201501;567;0;9057;0;42;110;14-03-2016;14-03-2016
24;1;201501;666;6400;6718;44650;93;100;14-03-2016;14-03-2016
24;2;201501;69;800;3958;7980;12;70;14-03-2016;14-03-2016
24;3;201501;336;5000;4641;34880;77;100;14-03-2016;14-03-2016
5;1;201501;94;4400;404;25590;36;110;14-03-2016;14-03-2016
5;2;201501;532;1300;9976;28390;49;40;14-03-2016;14-03-2016
5;3;201501;704;3100;5069;18030;33;110;14-03-2016;14-03-2016
6;1;201501;178;3400;8587;28410;85;120;14-03-2016;14-03-2016
6;2;201501;111;0;8977;0;95;20;14-03-2016;14-03-2016
6;3;201501;562;2000;5172;16710;7;120;14-03-2016;14-03-2016
14;1;201501;425;4400;7521;17670;51;80;14-03-2016;14-03-2016
14;2;201501;168;1500;5440;13950;95;160;14-03-2016;14-03-2016
14;3;201501;535;3900;1889;15660;90;150;14-03-2016;14-03-2016
15;1;201501;878;2400;9020;14900;70;90;14-03-2016;14-03-2016
15;2;201501;852;1500;2631;15150;63;90;14-03-2016;14-03-2016
15;3;201501;798;3000;8364;18630;31;130;14-03-2016;14-03-2016
27;1;201501;732;2100;6596;9560;66;60;14-03-2016;14-03-2016
27;2;201501;307;800;7071;16530;36;80;14-03-2016;14-03-2016
27;3;201501;532;1600;6440;7280;43;110;14-03-2016;14-03-2016
28;1;201501;114;0;10000;0;76;150;14-03-2016;14-03-2016
28;2;201501;676;0;588;0;97;150;14-03-2016;14-03-2016
28;3;201501;444;0;5468;0;78;140;14-03-2016;14-03-2016
29;1;201501;503;1100;4285;6340;95;140;14-03-2016;14-03-2016
29;2;201501;146;200;9481;3540;90;260;14-03-2016;14-03-2016
29;3;201501;453;700;204;4030;37;140;14-03-2016;14-03-2016
30;1;201501;796;4700;7676;33650;73;370;14-03-2016;14-03-2016
30;2;201501;983;0;8143;0;28;90;14-03-2016;14-03-2016
30;3;201501;5;4400;1890;31510;54;220;14-03-2016;14-03-2016
31;1;201501;843;1700;4463;9710;47;110;14-03-2016;14-03-2016
31;2;201501;882;100;8835;9370;25;120;14-03-2016;14-03-2016
31;3;201501;884;1200;1853;6860;87;190;14-03-2016;14-03-2016
47;2;201501;959;100;6045;11880;64;150;14-03-2016;14-03-2016
32;1;201501;542;2800;8767;13180;28;80;14-03-2016;14-03-2016
32;2;201501;987;200;3233;4670;54;40;14-03-2016;14-03-2016
32;3;201501;842;1600;6360;7530;34;40;14-03-2016;14-03-2016
39;1;201501;929;2900;4582;25070;9;80;14-03-2016;14-03-2016
39;2;201501;493;600;745;8090;21;130;14-03-2016;14-03-2016
39;3;201501;569;3300;4747;28530;35;100;14-03-2016;14-03-2016
40;1;201501;279;4400;9298;25790;97;30;14-03-2016;14-03-2016
40;2;201501;52;0;5437;0;70;130;14-03-2016;14-03-2016
40;3;201501;470;3500;1417;20520;66;30;14-03-2016;14-03-2016
41;1;201501;758;5800;110;24810;27;180;14-03-2016;14-03-2016
41;2;201501;581;900;4996;28020;78;240;14-03-2016;14-03-2016
41;3;201501;904;5100;3975;21820;12;190;14-03-2016;14-03-2016
42;1;201501;167;2500;7946;18060;4;200;14-03-2016;14-03-2016
42;2;201501;142;2100;1267;37610;98;120;14-03-2016;14-03-2016
42;3;201501;628;1800;9971;13000;62;140;14-03-2016;14-03-2016
43;1;201501;806;500;8873;3100;4;100;14-03-2016;14-03-2016
43;2;201501;375;100;4071;3920;25;60;14-03-2016;14-03-2016
43;3;201501;253;300;3683;1860;42;140;14-03-2016;14-03-2016
44;1;201501;361;1300;365;6630;87;110;14-03-2016;14-03-2016
44;2;201501;42;0;1726;0;29;90;14-03-2016;14-03-2016
44;3;201501;519;1600;2603;8160;33;100;14-03-2016;14-03-2016
36;1;201501;701;0;1115;0;69;140;14-03-2016;14-03-2016
36;2;201501;351;100;3763;5610;99;100;14-03-2016;14-03-2016
36;3;201501;884;100;5898;400;94;260;14-03-2016;14-03-2016
37;1;201501;590;1700;5657;12780;51;100;14-03-2016;14-03-2016
37;2;201501;30;500;6120;8040;20;170;14-03-2016;14-03-2016
37;3;201501;508;1900;4655;14280;12;90;14-03-2016;14-03-2016
38;1;201501;310;2200;4441;11090;43;130;14-03-2016;14-03-2016
38;2;201501;538;0;2260;0;91;390;14-03-2016;14-03-2016
38;3;201501;608;3600;6103;18140;83;130;14-03-2016;14-03-2016
46;1;201501;753;6100;1413;23760;6;380;14-03-2016;14-03-2016
46;2;201501;845;4000;8594;22900;46;40;14-03-2016;14-03-2016
46;3;201501;176;9000;8369;35050;66;240;14-03-2016;14-03-2016
47;1;201501;912;0;9303;0;29;210;14-03-2016;14-03-2016
47;3;201501;60;0;3038;0;44;120;14-03-2016;14-03-2016
48;1;201501;858;10400;810;44900;55;140;14-03-2016;14-03-2016
48;2;201501;816;400;333;4940;92;140;14-03-2016;14-03-2016
48;3;201501;506;10200;2980;44030;46;140;14-03-2016;14-03-2016
33;1;201501;989;3000;7662;16030;91;60;14-03-2016;14-03-2016
33;2;201501;133;100;6906;1810;53;20;14-03-2016;14-03-2016
33;3;201501;877;3200;5110;17100;4;70;14-03-2016;14-03-2016
34;1;201501;410;1700;2567;10710;99;320;14-03-2016;14-03-2016
34;2;201501;328;1300;9600;10600;89;30;14-03-2016;14-03-2016
34;3;201501;312;2100;9738;13230;97;320;14-03-2016;14-03-2016
35;1;201501;583;2600;9956;20190;37;70;14-03-2016;14-03-2016
35;2;201501;496;400;4080;18870;55;70;14-03-2016;14-03-2016
35;3;201501;532;1400;6347;10870;33;90;14-03-2016;14-03-2016
45;1;201501;661;2800;9276;18650;19;200;14-03-2016;14-03-2016
45;2;201501;170;400;8008;11820;5;110;14-03-2016;14-03-2016
45;3;201501;462;2600;6683;17320;24;160;14-03-2016;14-03-2016
11;1;201412;441;713;35731;99016;5,19;4,93;14-03-2016;14-03-2016
11;2;201412;550;650;93149;25543;9,84;1,94;14-03-2016;14-03-2016
11;3;201412;551;432;11709;11097;3,69;2,11;14-03-2016;14-03-2016
12;1;201412;409;200;67905;824;3,87;7,49;14-03-2016;14-03-2016
12;2;201412;956;385;39304;88319;4,55;9,45;14-03-2016;14-03-2016
12;3;201412;257;368;7578;97080;8,24;5,58;14-03-2016;14-03-2016
13;1;201412;675;796;28133;15728;4,31;0,78;14-03-2016;14-03-2016
13;2;201412;138;645;69607;76420;0,42;1,94;14-03-2016;14-03-2016
13;3;201412;161;571;46691;98743;8,68;5,02;14-03-2016;14-03-2016
16;1;201412;45;57;59057;41846;9,05;1,45;14-03-2016;14-03-2016
16;2;201412;44;21;12432;99678;7,05;7,67;14-03-2016;14-03-2016
16;3;201412;452;245;84814;9436;4,59;0,36;14-03-2016;14-03-2016
17;1;201412;226;728;40232;93940;2,71;8;14-03-2016;14-03-2016
17;2;201412;678;427;58032;17015;3,49;8,09;14-03-2016;14-03-2016
17;3;201412;609;868;70066;21938;4,6;2,19;14-03-2016;14-03-2016
18;1;201412;911;950;37395;80279;7,24;0,21;14-03-2016;14-03-2016
18;2;201412;786;371;35876;55679;9,98;8,42;14-03-2016;14-03-2016
18;3;201412;266;705;32941;46108;9,31;9,63;14-03-2016;14-03-2016
19;1;201412;95;173;99077;30523;2,02;4,09;14-03-2016;14-03-2016
19;2;201412;19;30;76033;6027;3,19;0,83;14-03-2016;14-03-2016
19;3;201412;471;399;52808;32310;5,24;8,05;14-03-2016;14-03-2016
20;1;201412;140;485;88216;361;7,83;6,84;14-03-2016;14-03-2016
20;2;201412;937;93;2181;65372;1,15;4,54;14-03-2016;14-03-2016
20;3;201412;417;382;22124;23286;9,25;8,49;14-03-2016;14-03-2016
21;1;201412;71;783;21344;66008;4,63;9,39;14-03-2016;14-03-2016
21;2;201412;851;590;93505;82061;4,38;6,21;14-03-2016;14-03-2016
21;3;201412;943;788;11822;27876;1,77;9,74;14-03-2016;14-03-2016
22;1;201412;552;794;67083;34572;9,83;5,62;14-03-2016;14-03-2016
22;2;201412;305;626;59624;81566;9,26;9,63;14-03-2016;14-03-2016
22;3;201412;881;523;50816;34392;7,53;4,38;14-03-2016;14-03-2016
23;1;201412;392;160;68182;27104;4,84;2,73;14-03-2016;14-03-2016
23;2;201412;724;188;19915;53919;1,63;5,05;14-03-2016;14-03-2016
23;3;201412;411;735;95500;51541;9,85;9,26;14-03-2016;14-03-2016
24;1;201412;237;310;37393;13667;6,58;7,33;14-03-2016;14-03-2016
24;2;201412;154;173;95504;41430;2,02;1,5;14-03-2016;14-03-2016
24;3;201412;170;885;2099;2333;2,14;9,07;14-03-2016;14-03-2016
2;1;201412;939;638;87822;34797;0,03;6,71;14-03-2016;14-03-2016
2;2;201412;875;678;25384;32436;7,24;0,5;14-03-2016;14-03-2016
2;3;201412;513;603;34680;99391;3,77;6,82;14-03-2016;14-03-2016
3;1;201412;845;383;12810;51802;6,28;8,9;14-03-2016;14-03-2016
3;2;201412;377;587;24256;44909;6,78;9,44;14-03-2016;14-03-2016
3;3;201412;541;122;14226;60837;0,93;4,85;14-03-2016;14-03-2016
4;1;201412;559;497;74194;60371;5,21;4,56;14-03-2016;14-03-2016
4;2;201412;451;426;58470;69008;3,6;6,95;14-03-2016;14-03-2016
4;3;201412;364;28;75090;85108;9,7;9,46;14-03-2016;14-03-2016
5;1;201412;703;174;56239;8458;6,9;5,78;14-03-2016;14-03-2016
5;2;201412;350;145;174;31387;4,98;3,61;14-03-2016;14-03-2016
5;3;201412;436;648;76812;37044;0,64;2,07;14-03-2016;14-03-2016
6;1;201412;668;11;15890;65721;9,39;2,88;14-03-2016;14-03-2016
6;2;201412;596;160;68319;4452;4,93;7,94;14-03-2016;14-03-2016
6;3;201412;576;480;16187;68824;7,17;6,33;14-03-2016;14-03-2016
7;1;201412;739;731;4468;46115;8,63;1,54;14-03-2016;14-03-2016
7;2;201412;519;835;79785;2182;2,49;0,42;14-03-2016;14-03-2016
7;3;201412;992;156;5154;81936;8,2;7,05;14-03-2016;14-03-2016
8;1;201412;253;980;79521;12827;5,57;4,6;14-03-2016;14-03-2016
8;2;201412;203;194;11219;10569;2,57;1,6;14-03-2016;14-03-2016
8;3;201412;711;395;30255;23418;5,71;7,5;14-03-2016;14-03-2016
9;1;201412;933;17;1131;56429;8,6;9,7;14-03-2016;14-03-2016
9;2;201412;44;750;47552;10227;8,16;4,28;14-03-2016;14-03-2016
9;3;201412;286;91;52982;96506;6,09;7,04;14-03-2016;14-03-2016
10;1;201412;223;165;87358;18309;0,34;6,42;14-03-2016;14-03-2016
10;2;201412;620;1;32409;21152;9,54;5,45;14-03-2016;14-03-2016
10;3;201412;607;77;98433;51860;3,15;2,24;14-03-2016;14-03-2016
1;1;201412;466;183;30404;37971;8,08;3,86;14-03-2016;14-03-2016
1;2;201412;952;814;74301;89550;9,36;0,04;14-03-2016;14-03-2016
1;3;201412;791;85;59898;76907;3,61;3,84;14-03-2016;14-03-2016
42;2;201412;60;20;73934;82035;3,2;3,62;14-03-2016;14-03-2016
42;3;201412;14;629;43068;84914;4,47;3,53;14-03-2016;14-03-2016
43;1;201412;546;278;87232;60403;6,7;7,71;14-03-2016;14-03-2016
43;2;201412;117;519;92148;81789;8,96;6,64;14-03-2016;14-03-2016
43;3;201412;687;274;55913;78853;0;6,67;14-03-2016;14-03-2016
44;1;201412;775;163;46832;12832;9,64;0,66;14-03-2016;14-03-2016
44;2;201412;177;795;38883;36243;2,49;1,86;14-03-2016;14-03-2016
44;3;201412;852;334;47286;10954;2,59;7,69;14-03-2016;14-03-2016
45;1;201412;326;756;29378;8703;5,28;9,07;14-03-2016;14-03-2016
45;2;201412;669;36;92165;64247;7,33;7,95;14-03-2016;14-03-2016
45;3;201412;565;206;19005;53271;1,68;7,77;14-03-2016;14-03-2016
46;1;201412;282;172;40250;79415;0,68;2,95;14-03-2016;14-03-2016
46;2;201412;368;768;76096;10317;4,92;5,17;14-03-2016;14-03-2016
46;3;201412;212;924;38053;56285;1,5;3,02;14-03-2016;14-03-2016
25;1;201412;395;751;47051;87460;9,46;0,47;14-03-2016;14-03-2016
25;2;201412;204;573;14950;55613;4,95;6,38;14-03-2016;14-03-2016
25;3;201412;188;766;83368;12712;5,36;3,22;14-03-2016;14-03-2016
26;1;201412;11;359;56507;3773;9,3;1,25;14-03-2016;14-03-2016
26;2;201412;611;96;7802;80062;1,98;8,75;14-03-2016;14-03-2016
26;3;201412;422;518;91796;2347;2,93;9,19;14-03-2016;14-03-2016
27;1;201412;810;31;69344;1244;0,95;7,66;14-03-2016;14-03-2016
27;2;201412;292;526;28707;47970;3,87;6,69;14-03-2016;14-03-2016
27;3;201412;247;344;11709;16263;5,55;7,7;14-03-2016;14-03-2016
28;1;201412;768;804;70329;94027;9,86;0,84;14-03-2016;14-03-2016
28;2;201412;257;760;27595;34548;0,53;7,48;14-03-2016;14-03-2016
28;3;201412;220;860;67410;22842;8,08;8,24;14-03-2016;14-03-2016
29;1;201412;690;32;85487;73556;7,21;3,48;14-03-2016;14-03-2016
29;2;201412;66;922;92633;25403;1,86;5,04;14-03-2016;14-03-2016
29;3;201412;656;209;56281;60871;5,31;5,51;14-03-2016;14-03-2016
30;1;201412;772;375;86612;98887;8,05;2,71;14-03-2016;14-03-2016
30;2;201412;305;805;77199;62360;4,05;4,73;14-03-2016;14-03-2016
30;3;201412;4;639;31933;42429;6,01;8,13;14-03-2016;14-03-2016
31;1;201412;36;287;98051;79539;7,99;8,52;14-03-2016;14-03-2016
31;2;201412;98;240;81866;4688;6,1;4,83;14-03-2016;14-03-2016
31;3;201412;850;223;35103;86103;6,96;8,34;14-03-2016;14-03-2016
14;1;201412;672;236;3690;29031;5,5;7,22;14-03-2016;14-03-2016
14;2;201412;690;224;96057;82967;7,07;6,52;14-03-2016;14-03-2016
14;3;201412;554;364;46928;8281;4,72;0,93;14-03-2016;14-03-2016
15;1;201412;698;948;62101;92815;4,85;5,49;14-03-2016;14-03-2016
15;2;201412;194;536;72080;80671;8,5;1,37;14-03-2016;14-03-2016
15;3;201412;122;22;57702;55873;0,17;3,14;14-03-2016;14-03-2016
32;1;201412;136;820;5123;58688;5,53;7,05;14-03-2016;14-03-2016
